,Age,Employment_Type,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Loan_Purpose,Debt_to_Income_Ratio,Loan_Status
2886,30,0,50000,670,10000,24,5,0.2,1
2887,52,1,80000,700,25000,48,1,0.32,1
2888,30,0,62000,670,30000,48,1,0.39,0
2889,36,0,70000,640,25000,72,4,0.42,1
2890,25,3,5000,550,15000,36,5,0.75,0
2891,31,0,54000,665,13000,36,5,0.41,0
2892,65,3,0,370,500,12,4,0.0,0
2893,38,0,72000,710,22000,60,1,0.27,1
2894,69,3,0,380,500,12,5,0.8,0
2895,47,0,72000,680,20000,60,4,0.34,1
2896,50,0,98765,790,200000,120,3,0.23,1
2897,61,0,70000,670,18000,60,4,0.33,1
2898,39,0,187313,799,99778,120,3,0.15,1
2899,48,1,120000,810,75000,120,3,0.15,1
2900,36,0,65000,700,30000,60,1,0.33,1
2901,57,0,140000,790,35000,48,3,0.19,1
2902,29,0,58000,640,15000,48,3,0.49,0
2903,37,0,110000,770,30000,24,1,0.22,1
2904,67,0,210000,840,60000,84,3,0.22,1
2905,51,0,96000,755,30000,72,4,0.25,1
2906,33,3,2000,400,2000,24,5,0.7,0
2907,44,0,72000,710,25000,60,3,0.22,1
2909,67,0,150000,810,75000,96,3,0.15,1
2910,20,2,0,350,500,12,5,0.8,0
2911,47,0,68000,700,20000,48,0,0.27,1
2912,21,2,6000,500,1500,12,4,0.66,0
2913,53,0,108000,780,36000,96,3,0.2,1
2914,39,1,90000,730,40000,60,3,0.25,1
2915,52,0,90000,760,45000,72,3,0.19,1
2916,39,0,115000,740,35000,60,1,0.29,1
2917,48,0,88000,750,25000,72,1,0.24,1
2918,38,1,80000,710,28000,60,0,0.32,1
2919,30,0,51000,630,25000,60,1,0.53,0
2920,50,0,105000,770,55000,84,1,0.21,1
2921,29,0,48000,610,12000,36,1,0.42,0
2922,20,2,0,620,12000,120,2,0.05,1
2924,44,3,10000,570,2000,36,1,0.52,0
2925,39,3,2000,420,500,12,5,0.7,0
2926,23,2,5000,570,3000,24,2,0.32,0
2927,55,0,108000,775,36000,96,1,0.21,1
2928,45,0,60000,650,18000,48,1,0.54,0
2929,55,1,95000,760,40000,84,0,0.2,1
2930,48,0,110000,670,40000,72,1,0.42,0
2931,49,0,155000,820,45000,84,3,0.15,1
2932,28,2,13000,600,5000,24,2,0.49,0
2933,49,0,160000,830,5000,12,4,0.08,1
2934,36,0,60000,625,25000,48,1,0.48,0
2935,50,0,98000,740,22000,48,3,0.28,1
2936,47,1,90000,720,30000,60,0,0.25,1
2937,50,1,98000,715,35000,48,0,0.26,1
2938,48,1,95000,720,65000,96,3,0.27,1
2939,24,2,8500,605,7000,36,2,0.57,0
2940,68,0,120000,820,65000,120,3,0.16,1
2941,44,3,2000,420,1000,12,4,0.79,0
2942,30,0,140000,790,45000,84,3,0.24,1
2943,38,1,90000,720,25000,60,0,0.26,1
2944,52,0,105000,740,40000,72,3,0.28,1
2945,62,3,500,390,500,12,5,0.76,0
2946,61,3,8000,480,2000,12,4,0.65,0
2947,28,3,1000,350,1500,12,5,0.8,0
2948,23,3,6000,470,1500,18,5,0.68,0
2949,62,0,115000,770,35000,72,1,0.2,1
2950,51,0,105000,750,58000,72,0,0.23,1
2951,55,0,110000,705,30000,60,1,0.29,1
2952,33,1,45000,590,12000,60,1,0.55,0
2953,33,0,45000,635,15000,36,1,0.38,0
2954,34,0,92000,760,15000,36,3,0.08,1
2955,48,3,5000,520,8000,48,4,0.75,0
2956,63,3,11000,490,6000,24,1,0.61,0
2957,31,0,65000,670,40000,72,1,0.52,0
2958,68,0,90000,720,45000,72,3,0.29,1
2959,32,0,50000,620,15000,48,3,0.47,0
2960,53,1,90000,760,28000,72,3,0.23,1
2961,48,0,125000,770,60000,84,2,0.22,1
2962,60,0,98000,720,20000,24,5,0.18,1
2964,48,1,62000,585,30000,60,0,0.48,0
2965,35,3,1500,460,700,12,5,0.76,0
2966,36,0,72000,715,19000,48,3,0.3,1
2967,63,3,7000,450,1500,12,5,0.72,0
2968,30,2,19000,670,11000,36,2,0.3,1
2969,58,3,20000,650,5000,24,4,0.3,1
2970,57,0,100000,780,30000,84,3,0.2,1
2971,55,3,8500,450,1500,12,4,0.65,0
2972,22,2,18000,695,20000,120,2,0.15,1
2973,23,2,25000,705,15000,84,2,0.1,1
2974,52,1,120000,780,80000,120,0,0.4,0
2975,43,1,75000,650,40000,84,0,0.55,0
2976,30,1,60000,685,25000,60,0,0.4,1
2977,29,2,0,500,1500,12,5,0.55,0
2978,41,1,95000,720,28000,72,3,0.27,1
2979,25,2,25000,630,7000,36,2,0.39,1
2980,39,0,70000,710,30000,60,5,0.25,1
2981,20,2,10000,580,2500,18,2,0.3,0
2982,47,1,145000,790,55000,84,0,0.29,1
2983,57,0,102000,775,35000,84,4,0.2,1
2984,50,1,300000,840,90000,84,0,0.17,1
2985,25,2,14000,580,5000,24,2,0.4,0
2986,54,0,98000,770,28000,72,4,0.21,1
2987,25,1,40000,650,20000,48,0,0.44,0
2989,29,3,0,380,1000,12,5,0.78,0
2990,53,3,0,650,20000,120,4,0.78,0
2991,28,2,2000,570,800,12,4,0.5,0
2992,42,3,5500,510,9000,24,4,0.75,0
2993,29,0,55000,660,20000,48,0,0.38,1
2994,25,2,18000,600,4000,30,2,0.38,1
2995,63,0,110000,790,50000,84,3,0.19,1
2996,39,0,45000,590,10000,36,5,0.6,0
2997,51,1,250000,830,100000,120,0,0.32,1
2998,27,2,11000,650,5500,24,2,0.39,1
2999,47,1,81000,735,23000,60,0,0.27,1
3000,41,0,80000,650,25000,60,2,0.36,1
3001,20,3,0,380,0,12,5,0.8,0
3002,26,2,15000,620,7000,36,2,0.35,0
3003,66,1,180000,770,60000,72,0,0.36,1
3004,29,0,72000,700,25000,60,1,0.34,1
3005,35,0,67000,700,17000,48,2,0.35,1
3006,26,0,62000,660,30000,60,3,0.5,0
3007,44,0,115000,770,30000,36,5,0.22,1
3008,48,1,92000,540,50000,84,0,0.61,0
3009,58,0,105000,775,40000,96,1,0.21,1
3010,31,3,2500,430,1000,12,5,0.72,0
3011,39,1,95000,710,20000,24,0,0.12,1
3012,25,2,0,620,5000,60,2,0.0,0
3013,44,3,0,420,1000,12,5,0.77,0
3014,65,1,40000,630,15000,48,0,0.39,1
3015,27,0,49000,670,13000,36,4,0.39,1
3016,35,0,80000,700,30000,60,1,0.32,1
3017,36,3,12000,510,3500,30,4,0.52,0
3018,39,1,70000,660,20000,48,0,0.33,1
3019,29,0,48000,610,18000,36,1,0.45,0
3020,30,1,50000,630,12000,36,2,0.39,0
3021,27,1,65000,700,20000,48,1,0.32,1
3022,39,1,62000,670,45000,120,0,0.65,0
3023,37,3,1000,480,100,12,4,0.8,0
3024,24,0,32000,640,15000,36,5,0.38,0
3025,28,3,3000,450,500,12,5,0.78,0
3026,35,1,45000,620,18000,36,0,0.48,0
3027,50,0,110000,750,55000,120,3,0.25,1
3028,41,0,115000,790,60000,120,0,0.16,1
3029,25,2,18000,620,9000,48,2,0.2,1
3030,33,1,55000,640,30000,72,5,0.55,0
3031,26,3,0,510,3000,24,5,0.0,0
3032,25,2,0,500,1000,12,5,0.65,0
3033,61,0,130000,820,90000,120,0,0.16,1
3034,54,0,120000,795,180000,108,3,0.17,1
3035,63,0,75000,695,33000,60,5,0.36,1
3036,54,0,130000,770,50000,120,3,0.26,1
3037,68,0,95000,770,10000,24,4,0.08,1
3038,27,2,15000,610,3500,24,5,0.42,0
3039,25,3,10000,540,7000,48,4,0.67,0
3040,58,0,135000,800,85000,96,3,0.18,1
3041,54,0,65000,655,35000,84,4,0.55,0
3042,22,3,1000,420,500,12,5,0.72,0
3043,38,0,70000,620,30000,60,2,0.45,0
3044,53,1,130000,810,60000,108,0,0.25,1
3045,43,0,100000,720,120000,108,3,0.22,1
3046,20,2,0,320,0,12,5,0.79,0
3047,33,1,90000,760,40000,72,0,0.23,1
3048,69,0,120000,820,95000,120,3,0.18,1
3049,47,1,85000,630,45000,60,0,0.53,0
3050,25,2,0,400,1000,12,4,0.8,0
3051,57,0,140000,820,115000,108,3,0.17,1
3052,29,3,4000,490,1000,18,5,0.65,0
3053,29,0,80000,710,25000,48,3,0.27,1
3054,42,0,62000,600,20000,48,1,0.45,0
3055,36,1,92000,720,46000,72,3,0.27,1
3056,63,0,110000,790,60000,96,1,0.18,1
3057,49,0,60000,690,18000,48,1,0.32,1
3058,40,3,0,350,100,12,5,0.72,0
3059,43,1,50000,640,15000,36,2,0.5,0
3060,53,3,0,520,3000,12,5,0.0,0
3061,51,1,180000,810,95000,96,0,0.17,1
3062,56,0,105000,750,55000,108,3,0.21,1
3063,55,0,103000,770,32000,96,1,0.21,1
3064,50,0,92000,710,18000,36,1,0.28,1
3065,53,1,92000,760,30000,72,3,0.21,1
3066,44,1,52000,600,30000,60,0,0.62,0
3067,62,0,110000,770,55000,96,0,0.23,1
3068,31,0,59000,630,12000,48,3,0.45,0
3069,39,0,92000,710,30000,48,1,0.33,1
3070,38,0,75000,690,25000,72,1,0.35,1
3071,38,0,110000,760,35000,60,1,0.31,1
3072,62,0,72000,700,18000,60,1,0.3,1
3073,43,3,2000,370,800,12,5,0.78,0
3074,60,3,0,390,500,12,4,0.03,0
3075,32,3,5000,510,3500,12,5,0.78,0
3076,37,1,120000,800,60000,96,3,0.14,1
3077,65,0,120000,810,30000,120,1,0.15,1
3078,61,0,125000,800,65000,96,1,0.19,1
3079,36,1,90000,750,55000,84,0,0.24,1
3080,21,2,20000,670,8000,36,2,0.35,1
3081,58,1,28000,600,6000,48,0,0.54,0
3082,60,0,100000,750,20000,100,0,0.18,1
3083,55,0,95000,780,30000,72,1,0.2,1
3084,65,0,102000,805,20000,24,4,0.11,1
3085,64,0,82000,700,25000,72,1,0.31,1
3086,41,0,70000,710,14000,60,3,0.23,1
3087,42,1,160000,795,80000,96,0,0.17,1
3088,25,2,0,500,1000,18,2,0.6,0
3089,41,0,100000,750,40000,96,3,0.25,1
3090,33,3,5000,420,1500,18,5,0.68,0
3091,41,0,145000,765,40000,36,1,0.25,1
3092,53,1,91000,760,28000,72,3,0.23,1
3093,59,0,140000,800,250000,120,0,0.16,1
3094,21,2,8000,550,2500,24,5,0.45,0
3095,38,0,80000,740,22000,48,0,0.27,1
3096,27,2,15000,610,15000,48,2,0.38,0
3097,47,1,90000,680,27000,84,0,0.29,1
3098,23,2,8000,590,2000,12,4,0.42,0
3099,52,1,160000,800,100000,120,0,0.15,1
3100,22,2,12000,580,15000,60,2,0.65,0
3101,26,3,5000,460,1500,24,5,0.74,0
3102,41,0,62000,670,10000,36,1,0.37,1
3103,48,1,300000,780,180000,120,0,0.48,1
3104,51,0,98765,790,50000,120,0,0.18,1
3105,37,0,52000,605,35000,60,4,0.52,0
3106,32,3,0,360,500,18,4,0.8,0
3107,22,2,1200,470,1000,12,4,0.5,0
3108,24,2,12000,610,4000,30,2,0.42,0
3109,45,1,40000,610,20000,48,0,0.55,0
3110,41,0,78799,756,23639,52,3,0.22,1
3111,51,0,100000,780,38000,60,3,0.23,1
3112,55,0,300000,820,200000,120,1,0.35,1
3113,24,2,25000,660,14000,36,2,0.46,1
3114,26,2,20000,680,8000,60,2,0.2,1
3115,58,0,120000,780,50000,60,1,0.18,1
3117,31,3,0,410,900,12,5,0.76,0
3118,25,3,8000,610,5000,24,5,0.2,0
3119,44,0,58000,640,22000,60,4,0.39,1
3121,50,3,0,400,1000,12,4,0.75,0
3122,28,0,95000,780,35000,60,3,0.21,1
3123,20,2,10000,590,7000,24,2,0.4,0
3124,31,3,7000,500,1500,12,5,0.65,0
3125,42,1,55000,620,12000,36,4,0.48,0
3126,63,0,110000,780,60000,96,4,0.18,1
3127,21,2,6000,500,1000,12,5,0.65,0
3128,20,2,0,300,500,12,2,0.79,0
3129,65,3,0,330,0,12,5,0.0,0
3130,28,0,75000,710,10000,24,5,0.18,1
3132,46,1,310000,830,120000,120,0,0.35,1
3133,29,1,95000,705,30000,48,0,0.29,1
3134,52,1,110000,760,35000,96,0,0.2,1
3135,47,0,68000,690,15000,36,4,0.33,1
3136,37,1,75000,725,35000,72,0,0.21,1
3137,44,1,180000,800,100000,120,0,0.38,1
3138,26,0,60000,670,20000,48,3,0.36,1
3139,33,0,60000,700,15000,60,1,0.32,1
3140,36,1,92000,760,40000,96,4,0.26,1
3141,36,0,75000,690,15000,48,5,0.33,1
3142,43,1,90000,710,60000,96,0,0.3,1
3143,27,0,48000,650,14000,60,4,0.46,0
3144,31,3,0,350,0,12,5,0.78,0
3145,35,0,65000,690,20000,60,5,0.3,1
3146,32,1,120500,690,85000,84,0,0.32,1
3147,25,2,18000,680,10000,120,2,0.35,1
3148,33,1,72000,630,35000,72,1,0.48,0
3149,56,1,130000,800,120000,120,0,0.17,1
3150,39,0,88000,690,30000,60,1,0.41,0
3151,48,1,170000,800,150000,120,0,0.24,1
3152,43,1,120000,740,45000,84,0,0.35,1
3153,26,2,9000,520,4000,24,5,0.52,0
3154,26,2,9000,615,7000,36,2,0.57,0
3155,56,0,92000,740,10000,12,4,0.14,1
3156,28,0,42000,640,28000,48,5,0.59,0
3157,27,2,20000,670,8000,36,5,0.42,1
3158,22,3,0,510,8000,36,4,0.76,0
3159,60,1,60000,590,50000,84,1,0.65,0
3160,45,0,92000,715,22000,48,5,0.28,1
3161,24,3,7000,420,1500,12,4,0.75,0
3162,46,1,68000,710,17000,72,0,0.31,1
3163,34,0,52120,640,20000,36,4,0.48,0
3164,33,3,0,300,500,12,5,0.77,0
3165,69,0,180000,850,150000,120,3,0.05,1
3166,49,1,110000,760,78000,96,1,0.23,1
3167,32,3,7000,500,6000,48,1,0.6,0
3168,40,0,130000,660,60000,72,1,0.49,0
3169,22,2,12000,600,4000,36,2,0.33,1
3170,63,0,160000,825,80000,120,0,0.16,1
3171,49,1,220000,830,145000,120,0,0.08,1
3172,28,3,9000,510,7000,24,5,0.78,0
3173,52,1,210000,800,60000,120,0,0.22,1
3174,51,0,92000,700,45000,60,1,0.47,0
3175,29,2,10000,500,2000,18,5,0.6,0
3176,32,1,170000,810,300000,120,0,0.1,1
3177,40,0,53000,595,14000,48,1,0.54,0
3178,41,1,75000,730,50000,84,0,0.29,1
3179,25,2,25000,580,125000,110,2,0.64,0
3180,26,1,35000,500,6000,24,5,0.7,0
3181,58,0,140000,830,75000,120,3,0.12,1
3183,25,2,8000,520,2000,12,2,0.55,0
3184,40,1,125000,760,50000,72,3,0.3,1
3185,22,3,2000,490,2500,12,5,0.66,0
3186,33,2,17000,650,4000,36,5,0.11,1
3187,29,3,10000,520,3000,24,1,0.62,0
3188,44,0,115000,740,20000,24,5,0.21,1
3189,40,0,98000,750,30000,84,3,0.2,1
3190,67,0,145000,820,72500,108,3,0.1,1
3191,46,0,88000,730,18000,36,3,0.26,1
3192,50,0,125000,810,40000,72,1,0.25,1
3193,27,3,500,450,1000,12,4,0.75,0
3194,48,1,85000,725,21000,72,5,0.24,1
3195,55,0,120000,780,200000,120,3,0.2,1
3196,44,0,60000,690,12000,85,2,0.27,1
3197,59,0,160000,800,150000,120,3,0.12,1
3198,48,0,105000,800,50000,84,3,0.16,1
3199,61,1,170000,840,78000,120,0,0.18,1
3200,42,1,75000,710,20000,48,3,0.32,0
3201,26,2,5000,520,1500,18,5,0.4,0
3202,25,2,15000,650,25000,84,2,0.72,0
3203,50,1,180000,790,75000,120,0,0.25,1
3204,47,0,79000,660,35000,72,1,0.49,0
3205,45,1,100000,790,60000,108,0,0.17,1
3206,38,0,92000,780,25000,48,1,0.22,1
3207,22,2,5000,500,2000,18,2,0.5,0
3208,23,2,6000,510,2500,12,4,0.73,0
3210,49,1,45000,630,35000,72,0,0.72,0
3211,53,1,150000,750,30000,100,3,0.1,1
3212,41,1,70000,650,65000,72,0,0.45,0
3213,51,0,98000,780,70000,96,5,0.2,1
3214,32,0,58000,675,14000,36,5,0.37,0
3215,62,3,0,320,100,12,5,0.79,0
3216,29,1,40000,625,15000,36,0,0.45,0
3217,33,2,15200,610,8000,36,2,0.45,0
3218,60,0,90000,780,20000,24,4,0.19,1
3219,54,1,85000,710,50000,84,0,0.44,0
3220,58,0,120000,810,40000,84,3,0.18,1
3221,56,0,92000,790,15000,24,4,0.12,1
3222,20,2,2000,380,500,12,5,0.79,0
3223,58,3,8000,520,3000,12,4,0.55,0
3224,65,3,15000,810,5000,12,4,0.1,1
3225,64,0,195000,830,130000,120,3,0.13,1
3226,27,2,20000,660,5000,36,2,0.21,1
3227,61,0,98000,710,42000,84,1,0.26,1
3228,68,3,0,320,1000,12,5,0.8,0
3229,54,0,95000,770,48000,72,3,0.21,1
3230,51,1,60000,680,25000,48,3,0.38,1
3232,65,0,70000,700,20000,60,3,0.28,1
3234,30,1,40000,570,15000,48,0,0.62,0
3235,34,2,0,480,900,12,5,0.7,0
3236,53,1,110000,785,65000,96,1,0.2,1
3237,40,1,200000,810,65000,72,0,0.13,1
3238,28,2,3000,570,100000,24,5,0.1,0
3239,36,1,82000,715,26000,72,5,0.33,1
3241,27,3,0,510,6000,24,5,0.7,0
3242,31,0,62000,690,15000,72,3,0.32,1
3243,42,0,140000,795,50000,60,3,0.21,1
3244,39,1,72000,700,19000,48,0,0.34,0
3245,68,0,170000,820,60000,108,3,0.13,1
3246,29,3,2000,350,500,12,4,0.8,0
3247,36,0,81000,600,50000,60,3,0.51,0
3248,46,0,88000,700,22000,48,5,0.33,1
3249,29,1,45000,590,8000,36,3,0.55,0
3250,40,0,85000,740,35000,72,3,0.24,1
3251,37,0,72000,690,29000,60,1,0.29,1
3252,36,3,1000,350,5000,20,4,0.76,0
3253,50,1,150000,760,50000,108,0,0.23,1
3254,66,3,9000,530,10000,48,4,0.6,0
3255,29,1,45678,635,10000,36,2,0.45,1
3256,65,3,1000,400,2000,24,4,0.7,0
3257,45,0,65000,670,19500,90,1,0.43,1
3258,64,0,150000,800,80000,120,3,0.16,1
3259,52,0,68000,650,22000,48,3,0.37,1
3260,63,0,55000,650,15000,48,4,0.3,1
3261,24,2,18000,660,6000,36,2,0.15,1
3262,48,0,130000,760,35000,48,3,0.18,1
3263,23,2,5000,570,8000,36,2,0.78,0
3264,62,0,130000,820,15000,24,5,0.1,1
3265,60,3,7000,520,3000,18,4,0.75,0
3266,51,0,105000,770,55000,72,0,0.23,1
3267,27,0,63000,660,20000,48,1,0.41,0
3268,25,2,12000,610,5000,24,2,0.52,0
3269,55,1,70000,605,35000,60,5,0.49,0
3270,23,3,0,440,1000,12,5,0.75,0
3271,41,3,12000,530,5000,24,4,0.58,0
3272,68,1,60000,640,40000,84,0,0.7,0
3273,65,1,170000,825,200000,120,0,0.17,1
3275,54,1,60000,670,30000,60,1,0.36,1
3276,37,0,58000,630,22000,48,1,0.48,0
3277,66,3,0,600,6000,36,4,0.72,0
3278,70,3,5000,440,1000,24,5,0.67,0
3279,32,3,0,330,500,12,5,0.75,0
3280,49,1,135000,790,55000,100,3,0.16,1
3281,66,0,160000,840,80000,120,3,0.08,1
3282,41,1,150000,810,75000,120,0,0.25,1
3283,49,0,88000,730,42000,60,1,0.25,1
3284,44,1,45678,600,13703,48,0,0.4,1
3285,33,0,62100,690,15000,48,1,0.38,1
3286,45,0,75000,690,20000,60,4,0.31,1
3287,28,0,38000,600,10000,48,5,0.35,0
3288,40,0,48000,620,9000,36,5,0.5,0
3289,49,1,220000,805,75000,60,3,0.22,1
3290,44,0,105000,760,25000,60,1,0.22,1
3291,46,0,82000,650,30000,48,4,0.44,0
3292,38,1,82000,610,65000,84,0,0.55,0
3293,45,0,78000,720,25000,60,3,0.22,1
3294,56,0,88000,745,30000,60,3,0.23,1
3295,26,1,32000,610,18000,48,5,0.52,0
3296,37,1,64000,720,18000,48,0,0.28,1
3297,45,0,95000,780,25000,36,1,0.2,1
3298,58,0,98000,760,50000,84,3,0.24,1
3299,29,3,3000,470,800,12,4,0.71,0
3300,29,1,82000,720,18000,48,0,0.25,1
3301,40,0,130000,820,45000,120,3,0.15,1
3302,61,0,140000,780,42000,84,3,0.17,1
3303,49,0,73000,710,21900,72,4,0.28,1
3304,42,0,112000,760,40000,60,1,0.33,1
3305,36,0,67000,695,17000,48,2,0.36,0
3306,31,1,70000,620,35000,60,0,0.53,0
3307,49,0,95000,720,28000,60,3,0.26,1
3308,35,1,60000,680,10000,36,2,0.38,1
3309,65,1,220000,850,180000,120,0,0.1,1
3310,47,1,93000,725,40000,60,3,0.42,1
3312,38,1,170000,830,68000,120,0,0.09,1
3313,65,0,150000,820,15000,12,5,0.1,1
3314,53,0,115000,770,20000,24,4,0.1,1
3315,52,0,98000,715,29000,48,2,0.25,1
3316,49,0,88000,720,38000,72,3,0.28,1
3317,52,1,105000,750,75000,108,0,0.24,1
3318,29,0,75000,700,10000,24,2,0.22,1
3319,24,2,3000,400,500,12,2,0.75,0
3320,40,0,130000,820,70000,96,3,0.1,1
3321,68,1,250000,840,70000,120,0,0.08,1
3322,45,0,100000,730,50000,72,3,0.2,1
3323,49,1,55000,595,50000,120,1,0.69,0
3324,24,0,35000,610,15000,60,5,0.48,0
3325,52,0,98000,730,15000,24,4,0.15,1
3326,30,0,55000,720,18000,48,3,0.35,1
3327,46,1,95000,685,30000,60,0,0.36,1
3328,40,1,30000,610,9000,48,0,0.43,1
3329,28,0,48000,650,14000,60,4,0.42,0
3330,70,0,150000,840,200000,120,3,0.15,1
3331,35,0,55800,690,16700,48,1,0.31,1
3332,69,0,115000,810,50000,108,3,0.11,1
3333,57,0,140000,810,42000,96,3,0.17,1
3334,64,0,98000,720,20000,36,3,0.25,1
3335,28,2,20000,610,5000,48,2,0.36,1
3336,34,1,92000,700,38000,72,4,0.29,1
3337,37,0,78000,710,19000,72,1,0.3,1
3338,49,0,94000,760,30000,72,1,0.24,1
3339,33,1,70000,675,55000,84,3,0.42,1
3340,41,1,50000,605,9000,36,1,0.53,0
3342,38,3,7000,500,3000,24,4,0.55,0
3343,52,0,90000,750,30000,72,3,0.23,1
3344,58,1,30000,620,7000,48,1,0.49,0
3345,52,0,100000,770,32000,72,1,0.22,1
3346,40,0,60000,650,18000,48,3,0.4,1
3347,31,1,60000,680,15000,48,1,0.35,1
3348,22,2,1000,550,1500,18,2,0.05,0
3349,59,0,110000,790,38000,96,3,0.17,1
3351,45,3,500,390,500,12,5,0.77,0
3352,55,1,180000,790,36000,118,3,0.1,1
3353,58,0,112345,780,40000,84,3,0.21,1
3354,31,1,125039,788,67537,60,0,0.18,1
3355,30,0,50000,670,11000,36,1,0.47,0
3356,61,0,48000,550,22000,36,4,0.65,0
3357,26,2,28000,640,10000,48,2,0.17,1
3358,50,0,98000,760,42000,84,2,0.24,1
3359,22,2,18000,650,10000,72,2,0.1,1
3360,38,1,120000,790,50000,60,0,0.3,1
3361,54,0,105000,740,32000,60,3,0.23,1
3362,35,1,72000,580,40000,60,5,0.62,0
3363,28,3,11000,590,7000,36,5,0.4,0
3364,48,1,60000,590,30000,72,0,0.55,0
3365,47,0,65000,685,12000,36,5,0.36,1
3366,25,2,5000,450,8000,24,5,0.7,0
3367,69,3,8000,510,15000,36,4,0.68,0
3368,35,2,12000,630,15000,60,2,0.45,1
3369,54,1,170000,805,42000,108,3,0.13,1
3370,65,0,95000,760,35000,72,5,0.27,1
3371,40,1,100000,730,40000,48,1,0.3,1
3372,51,1,110000,740,40000,72,0,0.24,1
3373,25,2,0,660,4000,12,2,0.45,0
3374,39,0,65000,640,28000,48,1,0.37,1
3375,33,0,55000,690,22000,60,4,0.35,1
3376,40,0,70000,700,20000,60,3,0.3,1
3377,53,0,135000,820,40000,72,3,0.22,1
3378,40,0,98000,745,22000,36,1,0.24,1
3379,40,0,77000,720,23100,60,0,0.26,1
3380,42,0,130000,770,40000,36,3,0.24,1
3381,26,2,10000,595,1800,12,2,0.62,0
3382,65,0,78000,790,10000,24,4,0.12,1
3383,30,2,25000,670,10000,48,2,0.3,1
3385,38,1,75000,695,37500,60,3,0.32,1
3386,46,1,85000,735,22000,48,0,0.23,1
3387,26,2,14000,590,4000,24,2,0.48,0
3388,53,0,82000,725,24000,60,1,0.34,1
3389,30,0,80000,700,40000,60,1,0.3,1
3390,58,1,180000,810,75000,120,3,0.1,1
3391,70,0,180000,830,65000,120,3,0.1,1
3392,31,0,55000,700,25000,60,1,0.45,0
3393,45,1,150000,780,120000,120,3,0.23,1
3394,41,0,70000,660,20000,48,1,0.34,1
3395,29,3,0,450,2000,12,5,0.7,0
3396,63,3,9000,570,6000,24,4,0.65,0
3397,26,2,10000,580,1500,12,4,0.28,1
3399,58,0,60000,580,30000,48,3,0.55,0
3400,23,2,20000,630,8000,24,2,0.2,1
3401,29,0,49000,655,14000,60,4,0.43,0
3402,47,1,150000,760,100000,84,3,0.3,1
3403,40,0,69000,695,15000,36,4,0.39,0
3404,50,1,87000,740,27000,72,3,0.24,1
3405,36,0,40000,590,15000,48,2,0.48,0
3406,25,2,18000,640,3000,36,2,0.51,0
3407,28,0,80000,710,18000,36,5,0.25,1
3408,32,1,90000,700,45000,60,2,0.3,1
3409,61,3,1250,388,14333,60,5,0.78,0
3410,20,2,3000,500,1500,12,5,0.65,0
3411,40,0,90000,750,30000,48,1,0.24,1
3412,57,0,115000,795,40000,36,5,0.19,1
3413,48,0,72800,705,36400,60,1,0.29,1
3414,55,0,90000,700,27000,60,1,0.31,1
3415,32,0,42000,560,12000,36,4,0.53,0
3416,25,2,12000,590,6000,30,2,0.38,0
3417,48,1,110000,730,40000,72,0,0.33,1
3418,42,1,55000,570,28000,72,0,0.65,0
3419,32,3,1000,390,1000,12,5,0.79,0
3420,45,0,125000,770,80000,96,3,0.15,1
3421,53,0,95000,770,50000,96,1,0.21,1
